Advertiser,Campaign,Site (CM360),Placement,Ad,Creative,Date,Impressions,Clicks,Click Rate
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-970x250-NA,7/24/25,56,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-970x250-NA,7/25/25,69,1,1.45
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-970x250-NA,7/26/25,115,3,2.61
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Inspire-TLP-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-970x250-NA,7/27/25,113,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/21/25,354,1,0.28
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/22/25,339,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/23/25,280,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/24/25,424,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/25/25,631,2,0.32
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/26/25,900,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Beach-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-970x250-NA,7/27/25,370,1,0.27
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/21/25,490,2,0.41
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/22/25,351,2,0.57
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/23/25,348,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/24/25,396,1,0.25
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/25/25,416,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/26/25,351,3,0.85
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Pizza-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-970x250-NA,7/27/25,265,1,0.38
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/21/25,70,1,1.43
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/22/25,70,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/23/25,57,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/24/25,59,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/25/25,67,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/26/25,75,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~970x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P4-Restore-Shopping-DE-Grn-970x250-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-970x250-NA,7/27/25,87,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/21/25,0,28,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/22/25,0,19,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/23/25,0,17,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/24/25,0,21,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/25/25,0,26,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/26/25,0,16,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-CE-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/27/25,0,24,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/21/25,0,34,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/22/25,0,14,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/23/25,0,21,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/24/25,0,18,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/25/25,0,28,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/26/25,0,16,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-FF-WBW-DE-Grn-1x1-30s_AU~None,Tracking,7/27/25,0,20,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/21/25,0,21,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/22/25,0,15,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/23/25,0,12,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/24/25,0,20,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/25/25,0,10,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/26/25,0,22,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,Criteo (AE),CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,CH~Video_PB~Criteo (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Engagement-Video-Summer25META-MG-HV-DE-Grn-1x1-30s_AU~None,Tracking,7/27/25,0,38,0
